CustomerID,NoOfInvoices,NoOfUniqueItems,TotalQuantity,UnitPriceMean,UnitPriceStd,QuantityPerInvoice,UniqueItemsPerInvoice,Clusters
12347,0.028708133971291867,0.05711086226203807,0.013904451461750025,0.001216968114500248,0.0027003417465212842,0.11234701828904949,0.06633585792635152,1
12348,0.014354066985645932,0.011758118701007838,0.013242334725476215,0.0027521059306899,0.01604405305420364,0.1874627572613791,0.024223034734917732,1
12349,0.0,0.040313549832026875,0.003565243964551289,0.003993763236260182,0.04193864696302381,0.20214212593011352,0.3327239488117002,1
12350,0.0,0.008958566629339306,0.0011091870111937343,0.0018058548354287828,0.011176389859414911,0.06288866140047976,0.07678244972577697,0
12352,0.03349282296650718,0.03247480403135498,0.0030276278111665707,0.0077527046589665975,0.0643019641603911,0.021176794145059512,0.032792504570383914,1
12353,0.0,0.00167973124300112,0.00010752323067694363,0.002904674533800967,0.005407163959285111,0.006096349829638344,0.01736745886654479,0
12354,0.0,0.031914893617021274,0.0029936731067422727,0.002131796521989578,0.005199591251295557,0.16973521367782549,0.26416819012797077,1
12355,0.0,0.00671892497200448,0.0013525290595678698,0.001984252361786266,0.004147994271958826,0.07668566364650338,0.058500914076782456,0
12356,0.00956937799043062,0.029115341545352745,0.008997996672438967,0.0014910431941473467,0.0047458762465502815,0.16984216718360862,0.07982937233394272,1
12357,0.0,0.07278835386338187,0.015319230812762442,0.0015635688165349859,0.004248664881136318,0.8685694204647894,0.5978062157221207,1
12358,0.004784688995215311,0.00671892497200448,0.0013978019988002673,0.003986468066443897,0.013749162021415566,0.03946584363397455,0.028793418647166363,0
12359,0.014354066985645932,0.11926091825307951,0.009173429311964507,0.0041567605504402305,0.024680845733348594,0.12978807926782684,0.24360146252285192,1
12360,0.00956937799043062,0.05823068309070548,0.006587212658313809,0.0016624723539328068,0.007663118604866937,0.1242799737199957,0.1590493601462523,0
12361,0.0,0.005039193729003359,0.0005093205663644698,0.0015568661980491214,0.0049442885202583544,0.028877446561444788,0.044789762340036565,0
12362,0.0430622009569378,0.11198208286674133,0.012608513576222653,0.0018549285266212126,0.004929349177177812,0.07119894879982887,0.09095063985374773,1
12363,0.004784688995215311,0.012318029115341545,0.0023032607834482135,0.0010535233040167558,0.002943602854835024,0.06513468502192546,0.05164533820840951,0
12364,0.014354066985645932,0.03863381858902575,0.008516971693094745,0.0008560232246647172,0.003942426210390498,0.12048312426469464,0.07906764168190128,0
12365,0.004784688995215311,0.011758118701007838,0.0009790273109005919,0.008352700066138308,0.0812274164001136,0.02759400449204724,0.04936014625228519,0
12367,0.0,0.005599104143337066,0.0009733681934965424,0.0014904595829664574,0.00608753093640012,0.05518800898409449,0.04936014625228519,0
12370,0.014354066985645932,0.07950727883538634,0.01331024413432481,0.0012938465176851168,0.0040494059704318545,0.18842533881342724,0.16247714808043875,1
12371,0.004784688995215311,0.0347144456886898,0.0033388792683893024,0.0018221413006280173,0.0060486026860336805,0.09449342235939433,0.1430530164533821,0
12372,0.00956937799043062,0.018477043673012318,0.004487680101411384,0.0013927415866980934,0.004646511515695802,0.08460022307445492,0.050883607556368074,0
12373,0.0,0.007278835386338186,0.0011091870111937343,0.002170336832622302,0.012235742523466963,0.06288866140047976,0.06307129798903108,0
12374,0.0,0.01791713325867861,0.0019297590347809356,0.001992049391615535,0.008752152063660873,0.1094134364161408,0.14990859232175502,0
12375,0.004784688995215311,0.007278835386338186,0.0010016637805167906,0.003316858512821685,0.015044752304418589,0.028235725526746015,0.031078610603290677,0
12377,0.004784688995215311,0.039753639417693165,0.005336547712018833,0.001253772224735317,0.005568010797296422,0.15112530367156105,0.1636197440585009,0
12378,0.0,0.12206047032474804,0.014306248797437552,0.0013908215838097867,0.003587596819120697,0.8111353878592492,1.0,1
12379,0.004784688995215311,0.02127659574468085,0.002297601666044164,0.001326287673456539,0.003655486633817881,0.06497425476325076,0.08820840950639854,0
12380,0.014354066985645932,0.0425531914893617,0.006372166196959923,0.001578339562185538,0.0046781545055254664,0.09008159024584027,0.08706581352833638,0
12381,0.019138755980861243,0.03863381858902575,0.0045669077450680795,0.0022200559737937837,0.008844518445588902,0.05153019908631148,0.06307129798903108,0
12383,0.019138755980861243,0.04647256438969764,0.008664108745600037,0.0014348598805515667,0.004938227480855925,0.09799080199850264,0.07586837294332724,0
12384,0.004784688995215311,0.013997760358342666,0.000707389675506208,0.0037921912014969813,0.011758037041099628,0.019893352075661962,0.058500914076782456,0
12386,0.004784688995215311,0.005039193729003359,0.0019976684436295317,0.001092511793322938,0.0026317143874409407,0.056471451053492036,0.021937842778793418,0
12388,0.02392344497607655,0.031354983202687564,0.00826797052731656,0.0012827298529708346,0.0022608109240143228,0.07786215221011779,0.042504570383912255,0
12390,0.0,0.017357222844344905,0.0019920093262254823,0.001882443074773849,0.005632642767143216,0.11294290210698406,0.1453382084095064,0
12391,0.0,0.050951847704367295,0.0016920761038108497,0.0011264037620577199,0.0025757768454013124,0.09593729468746658,0.41956124314442417,1
12393,0.014354066985645932,0.025755879059350503,0.004612180684300476,0.0010377570796830198,0.0013102064125702197,0.06513468502192546,0.052787934186471666,0
12394,0.004784688995215311,0.013997760358342666,0.004629158036512626,0.001574447098887193,0.005073222158881503,0.1310715213372244,0.058500914076782456,0
12395,0.05263157894736842,0.05039193729003359,0.01198035154437314,0.0018686556614571845,0.0063316843732285,0.05631102079481734,0.03374466788543571,1
12397,0.004784688995215311,0.06103023516237402,0.007141806163910676,0.0016224139386274811,0.004678962550643712,0.2023025561887882,0.2504570383912249,1
12398,0.0,0.04703247480403135,0.007883150543841182,0.0008965905773208826,0.005290240740105685,0.4469587006676955,0.38756855575868376,1
12399,0.014354066985645932,0.025755879059350503,0.006660781184566455,0.0009565387254782214,0.004299021977358035,0.09417256184204495,0.052787934186471666,0
12401,0.0,0.0022396416573348264,5.659117404049664e-05,0.004677977106934327,0.005629102533292496,0.0032086051734938653,0.021937842778793418,0
12402,0.0,0.005599104143337066,0.0005262979185766189,0.0015351778422813824,0.004677309717129896,0.029840028113492945,0.04936014625228519,0
12403,0.0,0.0022396416573348264,0.0005376161533847181,0.0033990348905274656,0.007320564977097147,0.030481749148191722,0.021937842778793418,0
12405,0.0,0.02967525195968645,0.004844204497866513,0.0016598010060647735,0.006620688853313938,0.2746566028510749,0.24588665447897623,1
12406,0.004784688995215311,0.050951847704367295,0.010282616323158241,0.0011397576990096153,0.003048952832840787,0.291341349753243,0.2093235831809872,1
12407,0.019138755980861243,0.031354983202687564,0.008007651126730275,0.0015236149780870946,0.005017217579323174,0.09054683799599687,0.051188299817184646,0
12408,0.019138755980861243,0.04479283314669653,0.007968037304901927,0.001403322860529945,0.00419991000134541,0.09009763327170774,0.07312614259597805,0
